,label,content
4144,F,This image is related to the coronavirus outbreak
4145,F,Image showing Indian Political party (DMK) workers demonstrating with Go Corona Back balloon
4146,F,Hamilton Police are issuing tickets under the Emergency Management and Civil Protection Act in #HamOnt if there are more than 2+ people in a car
4147,F,False YouTube channel published a radio-show-style report with false headline saying novel coronavirus is in the Philippines
4148,U,British resident of Wuhan: 'Government won't let my wife leave with me'
4149,U,"@moomoobuddy1 That wasn’t my point. The picture in the article I shared was of 3 students in Manchester, not connected to the outbreak in China. Seems inappropriate to use it just because they are Asian and wearing masks"
4150,F,Video shows Wuhan residents lining up for death certificates
4151,T,@OoasWaho via @Ecowas_cdc supports the upgrading of @ecowas_cedeao Member States entry points in compliance with @international health regulations in order to be ready to detect and respond to outbreaks as is currently the case with the new coronavirus in China. https://t.co/iuFs6Rivwh
4152,F,More like a whole cover-up to blame the exotic meat of snakes and other animals. There are two virology labs in Wuhan alone
4153,U,"@Ahmad0333Azan @theworldindex External Affairs Minister S.Jaishankar has declared that if Pakistan makes a request, India will airlift it's citizens from Wuhan. Abbey Kyu galat news spread Kiya tunne??Kya Mila tujhe..Ghantaaaaa"
4154,F,a video show show people in China pulling down a 5G mast
4155,F,"Italian prime minister Conte: We Lost Control Over coronavirus, Everything in the Hands of God"
4156,U,"Wuhan should’ve been locked down earlier, a resident says, adding that the government has become more open but “there must have been a cover-up before”"
4157,F,Coronavirus was created in laboratory in Wuhan
4158,F,LIAR CRIMINAL Criminals need to protect another. You've rubbed in our faces with your guilt
4159,T,"Instead of thanking China,I’d like to thank our health workers who have been at the frontlines against COVID-19. You have been working tirelessly in the name of public health & safety. You are the real heroes,& I am thankful for your service to our people. Marami pong salamat"
4160,T,This is one of the main reason why Wuhan Virus is so dangerous. The incubation period tend to be longer than normal flu and there's no way to know you've been infected until you're getting checked or the symptoms start to show up
4161,U,@cnni Please people I think the whole world has the facts if corona virus ..can we please focus on how far is the actual cure..inshaallah like I commented this aint a product sales campaign people are truly dying and CNN should ask China to release our Muslims from captivity Ameen
4162,T,"Just went to Seattle’s UW Medical Center to ask how much patients are being charged for a coronavirus test. $100-$500 if they have insurance. $1,600 if they don’t"
4163,U,Chinese hospitals start to use AI-powered robots to treat coronavirus patients
4164,U,"Wash your hands frequently as the virus can only live on your hands for 5-10 minutes, but - a lot can happen during that time - you can rub your eyes, pick your nose unwittingly and so on"
4165,F,Thieves in Madrid pretending to be doctors to steal in people’s houses
4166,T,Former Vice President Joe Biden wants Americans to know how he’d implement the massive $2 trillion coronavirus package to jumpstart the economy if he were in the White House
4167,U,"China has another health scare to contend with, an outbreak of a highly pathogenic strain of H5N1 bird flu at a farm in the southern province of Hunan"
4168,U,"@BKaysac China sent over a blood pressure med with rocket fuel in it (Lorsartan, NDMA) from what I have read. BK, were you away from Twitter for a while? I always learn from/enjoy your tweets but couldn’t bring you up in my search. Anyway, glad I reconnected"
4169,F,Twitter users said Adutwumwaa Bitters cures coronavirus
4170,T,Just got an email from UCONN saying that if you get the coronavirus and exaust your 3 sick days per semester you have to use vacation days or personal leave days to recover. This is how you get people to come back to work when they are still contagious
4171,F,"Financier George Soros owns the lab in Wuhan, China, where the COVID-19 coronavirus disease was ""developed."""
4172,T,"Dog tests 'weak positive' for coronavirus in Hong Kong, first possible infection in pet"
4173,U,"Corona virus is going to severely impact global manufacturing no doubt. The power and strategic importance of local production capability becomes apparent. In this regard, Australia is not in a good place. On the plus side, though we grow a lot of food and we have CSL. \o/"
4174,F,It is recommanded to disinfect everything you buy with bleach to prevent you from being infected with the coronavirus
4175,T,Some great insights here about the need to be open and transparent with risk communications
4176,T,"As of today, all stores of American Eagle will close as we support health, responsibility and more importantly YOU"
4177,T,CCP bots are now attacking my tweets with disinfo that the US created the Wuhan virus as a biological attack on China
4178,T,"CDC is closely monitoring an outbreak of 2019 novel #coronavirus in Wuhan, China"
4179,T,"As of 40 mins ago: Corona virus has spread to at least 9,320 people around the world, surpassing that of the Sars epidemic over a year long period (2002-2003). 212 people have died, all in China. There are 98 confirmed cases of infection outside mainland China in 18 countries"
4180,T,"That doesn't make it a Chinese virus.The virus apparently was transmitted by bats. Bats are universal they know no borders. It's name is COVID-19 It could have been brought into China by a person or persons, even America tourists, who had the virus but showed no symptoms"
4181,U,"McDonald's to Toyota, companies fear for business in China"
4182,U,"China's Hubei province has reported a 25 more deaths from the novel coronavirus, according to state TV, after 840 new patient cases were confirmed on Tuesday alone"
4183,F,"UK GOV.: It is not allowed to leave your home unless you are going to buy medicine, food or it is an emergency"
4184,F,Cristiano Ronaldo donated his hotel to be turned into an hospital
4185,F,Seafood products have been found to be contaminated with the virus
4186,F,A rail freight tanker had “COVID-19” stamped on one side
4187,T,"TWC works to handle hundreds of thousands of unemployment benefit applicants. The Texas Workforce Commission says that it included 150,000 Texans, plus hundreds of thousands more trying to apply for unemployment this week, overwhelming its website and phone lines"
4188,U,Don’t fall for a hoax. Something that’s not true sometimes can cost people their lives
4189,F,"According to information till now, Coronavirus stays in the throat for four days before infecting the lungs. This leads to coughing, throat infection and pain. If the infected person drinks a lot of water, gargles with salt-and-vinegar hot water, Coronavirus can be cured. Please share this widely. Help save someone's life"
4190,T,"The Grammy-winning singer is among many musicians who have postponed concerts and tours amid the rapidly spreading coronavirus. Ciara, who is pregnant, was set to perform in Texas at the grand opening of the new Fort Hood USO on March 19, but announced Saturday that the event is being postponed, according to the Associated Press"
4191,F,"the SARS vaccine took 2 years, by which time the epidemic had died out. But testing their technology against the clock is still invaluable for @vaxresearch - and this time it may be quick enough in the event of a “second wave” of Wuhan #coronavirus next Winter"
4192,T,"Nicola Zingaretti, the leader of the governing Democratic Party, visited Milan on February 27, with a group of students, encouraging people to go out as a sign of strength against the coronavirus threat. “We must not change our habits,” he wrote in a social media post, according to the Guardian. “Our economy is stronger than fear: let’s go out for an aperitivo, a coffee or to eat a pizza.” He tested positive with the coronavirus nine days later"
4193,F,Insurance companies stop covering traffic accidents because the coronavirus
4194,U,This is only with Hubei Wuhan province update today. National update will add hundreds of cases
4195,F,A woman in Vienna claims the hospital she worked in had triggered “the maximum pandemic plan.” She warned people of a complete lockdown of the country and urged them to stock up on food
4196,F,Photo shows dozens of wooden coffins of people dead from coronavirus in Italy
4197,F,"Post claims food products such as rice, fortune cookies, mi goreng noodles, ice tea and “Chinese red bull” are contaminated with coronavirus in Australia. Also some areas of Sydney are supposedly identified as contaminated"
4198,F,European Health Organization (EHO) announced that eating beaf can cure coronavirus
4199,T,"The Coronavirus Chronicles keep getting weirder and weirder. You've probably heard about the sudden outbreak of the virus in South Korea. Well, did you also know that this is, in large part, to thank to an actual death cult? It's called #Shincheonji, and it's super scary"
4200,F,New coronavirus is being spread via Coca-Cola
4201,F,You are trying to make it seem that Covid 19 is no worse than the regular flu
4202,F,A photo claimed that a Lithuanian town of Mazeikiai is being cut off from the rest of the country due to outbreak of COVID-19
4203,F,"Graphics or social media cards supposedly from the international body United Nations Children’s Fund (Unicef) contain tips and information on how to prevent and combat the coronavirus outbreak and the disease it causes, COVID-19"
4204,F,An image shows a Spanish scientist asking Cristiano Ronaldo and Messi to find the cure to Covid-19
4205,F,Actor Vijay’s father criticized government for enforcing curfew to abate COVID-19
4206,F,Video says “the coronavirus was invented and patented in the USA and then planted in China.”
4207,U,"British teacher who lived next to Wuhan market says he may be spreading disease in UK ""Wuhan, China's coronavirus epicentre, has SARS and Ebola lab"""
4208,F,"According to University of Queensland (Australia) scientists, bananas are an effective defence against the COVID-19"
4209,T,A Whataburger in Lakeway helped deliver more than a dozen meals to H-E-B workers and Baylor Scott and White medical staff in appreciation for their hard work during the COVID-19 pandemic
4210,T,Singapore confirms first case of Wuhan virus
4211,F,Richard Wilkins was 'recently in the company of Olivia Newton-John and Paul Hogan' since contracting coronavirus
4212,F,Helicopters are going to spread chemicals against the coronavirus
4213,T,Healthcare Policy Analyst Chris Meekins provides an update on the spread of the Chinese coronavirus. https://t.co/Z0YtXAoHFM
4214,F,A website claiming that China has confirmed that patient zero had sex with a bat
4215,F,A police commissioner from Mumbai has asked essential services to be available at certain hours
4216,F,2 more people being tested for #coronavirus in #NYC. 5 samples now sent to CDC
4217,U,"@SenFeinstein Self serving parasite and liar , California is an over taxed welfare state , unconstitutional Sanctuary cities , homeless epidemic , people living in cardboard boxes crapping in the streets , industry leaving . Nevada one State over is booming .Resign "
4218,U,"British nationals told to leave China over virus risk ""Coronavirus could easily tip China into a technical recession, economist warns"""
4219,F,Martial law is imminent in United States
4220,F,This is the picture of the first new Wuhan coronavirus hospital
4221,F,"A video has been viewed thousands of times in multiple Facebook posts which claim it shows the Koran being distributed to people in China after it lifted a “ban” on the Islamic holy text following the outbreak of the novel coronavirus, COVID-19"
4222,T,"MYTH: China threatens world supplies FACT: China is supplying critical medical equipment, doctors, experties to countries AROUND THE WORLD"
4223,F,Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.”
4224,T,Santa Clara County resident is 2nd U.S. coronavirus case of unknown origin | KTLA https://t.co/32uXmQ8UAT
4225,U,"Spiritual knowledge begins when science ends. Science also fails in such disasters. Satbhakti is the only protection against such fatal diseases like cancer, corona virus"
4226,U,"""A friend coughed during the call. Someone jokingly told her to hang up"". Daily life in Wuhan during the coronavirus outbreak"
4227,F,A blend of sodium bicarbonate and lemon juice tea will eliminate the novel coronavirus. This cure has prevented any COVID-19 deaths in Israel
4228,F,"Clinics in the Philippines are turning away people with COVID-19 symptoms, because of a advisory from the department of health"
4229,F,A blog site claimed Yahaya Bello tested positive with COVID-19
4230,T,"In light of the news of four more deaths due to the novel coronavirus Washington’s high school sports governing board issued a statement that state basketball tournaments scheduled for Spokane, Tacoma and Yakima this week will go on as planned"
4231,T,"Ontario reports 3 new coronavirus cases, brings province's total to 18 #coronavirus #COVID19 #CoronaVirusUpdates https://t.co/1WgZe75yFh"
4232,F,China builds a hospital in 48 hours for coronavirus patients
4233,T,Seems to have the growth rate of a pandemic https://t.co/uWJOztFjbT
4234,F,"A message saying a “patient tested positive” for the 2019 novel coronavirus (nCoV) at the Makati Medical Center circulated on messaging apps and social media platforms on Monday, January 27"
4235,F,According to an university by the University of Turin: taking more vitamin D to reduce the risk of infection by the coronavirus
4236,F,Photo shows coffins of COVID-19 fatalities in Italy
4237,F,Bill Gates predicted coronavirus
4238,T,"Coronavirus virus reaches Europe as UK 'hunts for 2,000 passengers who recently arrived from Wuhan'"
4239,U,"If #coronavirus isn’t such a big deal, then why are Italian authorities scanning every single passenger landing in the country? And why are we still allowing Flights originating from China to land in the US ? Something ain’t right"
4240,F,methanol can cure coronavirus
4241,F,Prof. Shenme Minzi from Zanjan University told that lemon cure is helpful for COVID-19
4242,U,@jonst0kes Here’s my take of that lens. China needs the world to contain this before they are in the clear. They don’t want to call it a pandemic because that implies it is unstoppable. It’s not. China wants the world to stop it so they can go back to work
4243,T,"Vietnam veteran, 9/11 first responder walks streets with flag as coronavirus hits NYC"
4244,T,the cdc also has a plan for a pandemic flu which could be modified for any pandemic
4245,F,This coronavirus-infected patient reached to Dr. Vinod Kumar but he wasn’t given the treatment. He was later referred to Bhagalpur. It further states that one should avoid meat and fish for 3 months and wear mask to protect yourself from coronavirus
4246,U,Unintended Consequences: Did Trump Just Give the Middle East to China and Russia? https://t.co/zoKWN6Mg3a
4247,T,Singapore is closing its borders starting Tuesday after recording its first two deaths because of the coronavirus pandemic
4248,U,"US Secretary of State Mike Pompeo on Thursday called China's ruling Communist Party ""the central threat of our times"" and one that challenges ""Western democratic principles"""
4249,F,"The Indian government raided The Medical City and other private hospitals, taking away their personal protective equipment (PPE)"
4250,F,Wearing a mask prevents you from catching covid19
4251,T,TOP Media announces UP10TION Kim Wooseok's fan meeting will be postponed due to the Coronavirus outbreak
4252,T,"Drone footage of the the new hospital construction site in #Wuhan, #China for confirmed cases of #coronavirus. It'll take only 6 days to build. Yes, unbelievable, but they did the same during the SARS crisis"
4253,F,Cristiano Ronaldo decided to turn his hotels into free hospitals
4254,U,The last time the U.S. quarantined citizens to prevent the potential spread of disease was in the 1960s over smallpox
4255,F,The coronavirus was created by a Chinese spy team
4256,U,"President Trump gave Americans “a false sense of security” on coronavirus almost one month ago, and criticizes him for the “many lies he has told the nation.” “There is really no way of knowing how many lives were affected by that false sense of security.”"
4257,T,Coronavirus miracle? Vietnam says all its infected patients cured-You decide... What is really happening
4258,U,"Due to what happened with the Dr's name, China has removed MHA manga <TEMPORARILY>from any website and app. The anime is getting low scores and will probably be removed soon too. As for the MHA new mobile game, since it's made Chinese developers, it was also deleted"
4259,T,"SB19 postpones concert, fan meet over COVID-19 concerns"
4260,F,Is there a censorship against the use of chloroquine as a treatment
4261,U,A 31-year-old Mexican national is the first detainee in Immigration and Customs Enforcement custody to test positive for the novel coronavirus
4262,T,"@cnnbrk Right call, no need spreading further panic, China’s leadership is doing everything in its power to fight Wuhan coronavirus, the lesson China has to learn is not to eat wild animals, this is nature’s revenge"
4263,F,"Walmart, in response to the coronavirus pandemic, has instituted a “staggered shopping schedule” that allows only certain age groups on specific days"
4264,U,Police BARRICADE screaming woman in her home with iron bars in Wuhan to stop coronavirus spreading
4265,T,Israel announces 2-week quarantine for all overseas arrivals amid coronavirus concerns
4266,F,"A Chinese car company said it will make a virus-proof car, and people are comparing it to Tesla's 'biological ... -"
4267,F,Egyptian Health Minister Arrives to Italy with Secret coronavirus Cure
4268,T,"AN anesthesiologist in US said he will move out of his home temporarily to protect his 3-year-old son, who is undergoing cancer treatment"
4269,T,"China Has Ground To A Halt: ""On The Ground"" Indicators Confirm Worst-Case Scenario | Zero Hedge"
4270,F,"Garlic, onions, and other traditional medicine recipes are the treatments against the new coronavirus"
4271,T,The global outbreak of the coronavirus has forced Russia to postpone a nationwide vote on proposed constitutional amendments that would allow President Vladimir Putin to remain in power
4272,T,Bolsonaro Aide Tests Positive for Coronavirus Days After Meeting Trump During Florida Trip
4273,F,The claim that a photo shows the infected people in China
4274,F,Du30 & the Philippine government is handling the NCOV situation perfectly well
4275,F,Sri Lanka eradicated coronavirus
4276,F,Two WhatsApp audio files claim that gangs of roughly 30 drug addicts are looting shops and terrorizing workers in central São Paulo during the COVID-19 lockdown
4277,T,"We found that viable [COVID-19] virus could be detected in aerosols up to 3 hours post aerosolization, up to 4 hours on copper, up to 24 hours on cardboard and up to 2-3 days on plastic and stainless steel"
4278,T,"Chinese authorities said they will end a two-month lockdown of most of coronavirus-hit Hubei province at midnight, as domestic cases of the virus continue to subside"
4279,F,"COVID-19 is no worse than other outbreaks that have occurred in “every election year,” suggesting that the new coronavirus is being “hyped” to hurt President Donald Trump"
4280,F,This video shows the Coronavirus dead amassed in the Bergamo (or Brescia) hospital
4281,T,The Trump administration fired the U.S. pandemic response team in 2018 to cut costs
4282,T,"Coronavirus cuts: Airlines slash snacks, drinks and middle seats during pandemic. Alaska Airlines, American Airlines, Delta Air Lines and Southwest Airlines are all making changes"
4283,T,Work to convert the Day Patient Unit at Guernsey's Princess Elizabeth Hospital into an Intensive Care Unit (ICU) has been completed in two weeks
4284,U,"@Craig22072853 Seattle is not immune to the opiod epidemic. We do have serious drug problems here. However, I have seen nothing yet about motives in these crimes. Do you have evidence for these claims or are you just trying to add partisan hate to a tragedy"
4285,F,South African mayor claimed that Interferon alpha-2b is a vaccine for the new coronavirus
4286,F,Only in China: Medical SWAT teams with riot shields and dog-catcher nets practicing to catch a person with coronavirus symptoms
4287,F,A video has gone viral on social media which claims to feature one of the victims of the deadly virus
4288,U,Chinese embassy wants Danish paper to apologize for coronavirus cartoon
4289,T,[Market] Ag Shippers Want More Container “Free Time” During Coronavirus Outbreak https://t.co/gfFcJiKwYZ
4290,F,Ministry of Health blocked the respirators that Seat was producing in Spain
4291,F,"This is map “based on traces of Wuhan citizens”,during the period between the outbreak of the new coronavirus and the blockade of Wuhan"
4292,F,DailyMail reported that a virus leaked from the Wuhan National Biosafety Laboratory was responsible for the pandemic
4293,T,"China will temporarily close its borders to foreign nationals, effective midnight Saturday, in the midst of the coronavirus outbreak"
4294,F,Warning: the virus is spreading in Italy (January 22)
4295,T,"#Repost | No confirmed case of coronavirus in India so far, but over 100 currently under observation Civil Aviation Ministry has initiated the thermal health screening of passengers arriving from China, where the novel virus has killed 80 people so far. https://t.co/gcLSkdyuwx"
4296,T,"Several groups in US are working to get unused masks, gowns and other personal protection equipment (PPE) items into the hands of the medical community by asking people for their unused items"
4297,T,"A photograph posted on social media in March 2020 shows an authentic image of U.S. President Donald Trump's speech notes with the word ""Corona"" scratched out and replaced in handwriting by ""Chinese."""
4298,F,"While China built a hospital for 1 thousand people in 10 days and everyone cheered, the Brazilian Army built field hospitals for 2 thousand COVID-19 patients in only 48 hours, and nobody cared"
4299,F,Mostly Dolphins and swans return to Italy waterways after COVID-19 lockdown
4300,T,"US needs to be prepared for second wave of coronavirus outbreak, Dr. Fauci warns"
4301,T,"The CDC has issued an outbreak of lung injuries due to vaping. In this article it talks about the damage and also gives a link to ""how to talk to your children about the dangers of vaping"". Check out the link below"
4302,F,"""U.S. deaths since 1/22 (2020): COVID-19: 27, flu, 4,700; abortion: 118,000."""
4303,F,Vietnam to quarantine 950 people returning from China at military camps
4304,F,"The National Security Council, Prime Minister's Office (PMO) of India released restrictions imposed on the movement of citizens to curb the spread of the Coronavirus outbreak in Malaysia"
4305,F,Mostly WHO has released “protocols and procedures” of lockdown periods to fight Covid-19
4306,T,"Walker County curfew goes into effect Monday until further notice. Walker County Judge Danny Pierce signed the order on Sunday to go into effect on Monday, March 23. The curfew will extend from 11:59 p.m. to 5:00 a.m. each night"
4307,F,"A video of police thrashing and detaining people is being circulated on social media with the claim that it shows the situation of lockdown in Spain. “This is the lockdown in Spain. You guys in India are lucky. You just get caned,” the claim reads"
4308,U,The people of #Wuhan are literally dropping like flies all over the city. Like something out of a horror movie
4309,F,A woman protester at Delhi's Shaheen Bagh tested positive for Coronavirus yet refused treatment and returned to the protest venue
4310,U,Wilbur Ross says coronavirus could bring jobs back to the US from China
4311,U,Coronavirus is a BLANKET TERM for various viruses. THE COMMON COLD IS A CORONAVIRUS. MERS IS A CORONAVIRUS
4312,T,"Canada has turned down a proposal by the United States to put troops at U.S.-Canada border during the coronavirus outbreak, arguing that such a move would be unnecessary given the low amount of illegal crossings and damage relations between"
4313,U,@opiecomments @CursedGott European people have no allies...only enemies... Who gives a fuck what they are doing in china..look and protect ur own gardens
4314,F,Since the question of investments into pandemic vaccines came up here recently. Will the hundreds of billions of economic losses caused by nCoV now be an incentive for countries to maybe invest a few billion $ into pre-pandemic vaccines and production infrastructure
4315,F,Supermarkets have been using the list to give priority to vulnerable customers
4316,U,Breaking: Secret Court Covering Up The Truth About Coronavirus https://t.co/WPOD3gJkDP via @YouTube
4317,F,In South Florida “all children and adults must remain in their homes” due to coronavirus
4318,T,if you’re thankful Donald Trump is in charge tonight during this China Virus outbreak and NOT Joe Biden
4319,F,WHO recommends against eating baked goods to prevent coronavirus
4320,F,An ultraviolet disinfection lamp can kill coronavirus
4321,T,Chinese government has covered up #coronavirus--as they did with ASF
4322,F,Drinking tea can cure COVID-19
4323,F,Video shows a larva extracted from person’s lip as related to the coronavirus
4324,F,the virus didn't affect Black people
4325,F,COVID-19 arrived in the US by train
4326,U,Pakistan has commissioned 1st 80acre kabristan to fight Corona Virus for Karachi
4327,F,Man did pass along coronavirus infection at a WalMart in Louisiana
4328,T,"Tsai emphasized that based on the experience of combating SARS, she is confident that #Taiwan has established a comprehensive mechanism to combat the #WuhanCoronavirus. She says #Taiwan's airports have adopted very strict measures to screen passengers arriving from #China"
4329,F,"No, Vladimir Putin did not drop lions in the streets to force the Russians to stay at home"
4330,F,"Mostly You should take high doses of vitamin D against COVID-19; children don’t get sick because they lack the receptors for the virus to bond; the coronavirus is an unnatural mutation; it is not susceptible to temperatures, which is why infections will not sink in summer; the oldest patients will not be treated and left to die; 5G harms the immune system"
4331,U,"There have been ~3,000 recorded cases of Wuhan coronavirus & 80 deaths. By comparison, 3-5 million people contract serious flu cases requiring hospitalization/year & somewhere between 290K-650K die. ""When it come to being fearful, better the devil we know than the one we don’t"""
4332,F,A Saudi Arabian study for a MERS vaccine is linked to the outbreak of coronavirus
4333,U,Satellite images show construction of Wuhan hospitals
4334,F,"FALSE and If people get infected with CoVid-19, they may not be able to fully recover"
4335,U,"One issue with this is the shortage of testing kits, particularly in Wuhan. Maybe you don't believe the Chinese numbers. But the growth in non-Chinese cases was just 7.5% yesterday. It seems likely that this virus spreads easier and is less deadly than the WHO thinks"
4336,T,End of the world': Wuhan a ghost town under quarantine
4337,U,"@ScottMorrisonMP close the borders, put Australia first! Its not bloody racist to keep your people safe! https://t.co/g3GDD5x991"
4338,F,Coronavirus changes the color of human blood
4339,U,Uber CEO: Coronavirus outbreak 'not material in any way' to our overall portfolio of businesses https://t.co/DK5DxjqiFx
4340,T,Typical that there’s people freaking out about the corona virus and the changed attitude towards Chinese/Asian people. #media #predictable https://t.co/5llJh6AaYy
4341,T,Nottingham City Council is expected to spend £3.6m on equipment to keep staff safe during the coronavirus outbreak
4342,F,Staying hydrated can help you prevent Covid-19
4343,F,Coronavirus survives only for 12 hours
4344,T,Korean Basketball League cancels season due to coronavirus concerns: report
4345,T,WHO is working closely with countries affected by #coronavirus and teaming up with experts to coordinate global surveillance
4346,F,Drinking tea can help cure COVID-19
4347,T,New York City shows support for Wuhan during Lunar New Year parade https://t.co/TCvhSCpKwa
4348,T,Which oligarchs pushed Trump to slash the CDC and other health agencies’ budgets? Whose inrerests did it serve
4349,U,Many countries 'unprepared' to face Coronavirus: Global health monitor
4350,U,"Sergei Sobyanin, Moscow’s mayor and ally to Russian President Vladimir Putin, said the number of coronavirus cases in his city far exceeds the official numbers, Reuters reported"
4351,F,Using a hair dryer to breathe in hot air can cure COVID-19 and stop its spread
4352,U,"@GMA Wuhan China is where the “people” enjoy roasting live dogs from the outside in 😡. Personally, I could care less if most of disgusting China (&amp; Asia) disappeared .."
4353,F,Chinese spies stole the virus from a Canadian lab
4354,T,"Dog, excited because owner is 'home for quarantine,' sprains tail from too much wagging"
4355,F,The 2019 novel coronavirus (nCoV) is a “type of rabies” that can be contracted by eating bats
4356,T,"The Atlantic contacts all 50 state health departments to reconstruct the number the CDC is hiding, and finds that 1,895 people have been tested for the coronavirus in the US"
4357,U,"According to TaikLand, it is! Even you prohibited to say or write 'China' here that is the most Racism of Racism ever. But you can mock Arabs here loudly."
4358,F,A video showing a man infected with coronavirus and touching pieces of bread in a supermarket in Europe
4359,F,"No coronavirus in Nigeria yet, according to pastor"
4360,T,Trump campaign offices to stay closed through April because of coronavirus
4361,F,Photo of a vaccine developed by US scientists for COVID-19
4362,F,"MOSTLY “There was no effort” to get American experts into China after it announced the coronavirus, and “we had one person in-country (and Trump) pulled him out of the country.”"
4363,F,"This is a man-made, patented virus with a vaccine in the works. Fear sells"
4364,F,The new virus could have leaked from a Chinese lab working on a vaccine
4365,U,"Singapore has reported a fifth confirmed case of #coronavirus. The patient is a 56 year-old female Chinese national from Wuhan who arrived here with her family on Saturday, Jan 18. She didn’t show symptoms for a week"
4366,T,"Texas State Capitol, the Capitol Visitors Center, the Texas State Cemetery, and the Capitol Visitors Parking Garage will be closed to the public due to COVID-19"
4367,U,Seriously! Almost Puked multiple times ! Must see just don’t have a burger in hand while you do . https://t.co/GiBBauxSBa
4368,F,It's only a matter of time before there's a serious epidemic of some kind. This could be the prelude to one. It's no laughing matter and no joke. We must prevent and defend at all costs or many people will die
4369,T,"Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick and listen to the @CDCgov and local health authorities. Save the masks for health care workers. Let’s stay calm, listen to the experts, and follow the science"
4370,T,"Wuhan, a city that never yields to hardships https://t.co/3VPVtPO0Ez 来自 @YouTube"
4371,F,"COVID-19 came from Chinese people eating human babies, which they supposedly do to get good skin"
4372,F,Mostly Brazilians observed Indian Prime Minister Narendra Modi’s “lights out” call
4373,U,"Chinese companies are rushing to access cheap funds via “virus bonds” as they capitalize on #Beijing’s efforts to channel money into #Coronavirus-hit areas of the #Economy, but prospectuses show most of the funds raised will be used for other purposes"
4374,U,China use its status as a major superpower to pressure the World Health Organisation
4375,F,Whatsapp message contains multiple health advises
4376,F,Two COVID-19 patients were executed in North Korea
4377,F,Cristiano Ronaldo turned his hotels into hospitals
4378,U,This virus is on its way of being a world epidemic and our government fails to just close routes to China. It sure shows that we are begging for our bread to be buttered..
4379,U,"Breaking News: 15 more people died from a coronavirus outbreak in Wuhan, China"
4380,F,UNHCR says refugees in Malaysia are resisting COVID-19 tests
4381,F,A viral text based image post claiming that 5000 from Italy were infected due to mobile phone cover quoting the findings were from a research without specifying any details or name of the research. The post advises to abandon phone cover and use phone without phone cover
4382,F,"A meme shared on Facebook and Twitter claims to show an image of fully stocked shelves of toilet paper, purportedly during the 2009 H1N1 outbreak, above another of barren shelves during the ongoing COVID-19 pandemic"
4383,U,"@lopezdoriga Mientras tanto en Canada: ""The federal government has now secured a plane to help bring citizens stuck in the epicentre of the novel coronavirus outbreak back to Canada from China."""
4384,U,"The spread of a deadly new coronavirus is being closely followed by global health officials and the public, with over 31,000 confirmed cases worldwide, over 600 deaths, and 12 cases in the United States so far"
4385,F,"When the first group of Japenese evacuated from Wuhan to Tokyo, each evacuee took one own ambulance"
4386,F,A person fainted in Cali’s bus terminal because of COVID-19
4387,F,Military Helicopters Sprays Pesticides For coronavirus In Egypt
4388,U,"Faced with nearly 700 possible cases of Wuhan coronavirus, nurses in Hong Kong are threatening to go on strike if the city doesn't shut its border with mainland China"
4389,F,China threatens world supplies
4390,F,"A screenshot of a World Health Organization (WHO) webpage has been shared in multiple posts on Facebook, Twitter and messaging app Line alongside a claim it shows international health authorities raised Thailand’s pandemic stage to a “level 4” during the novel coronavirus crisis"
4391,T,"Which is worse in the USA? COMMON FLU - Infected 31 million and killed 61,000 in 2018. COVID-19 - Infected 73 and killed 1 in 2020"
4392,F,A California woman can no longer speak or care for herself after using a skin-lightening cream that contained toxic mercury
4393,F,A Facebook user uploaded a video showing a man inside a police van spitting on a cop. The post claimed that this video is a proof that Tablighi community is spreading coronavirus in India
4394,T,US Navy ship headed to Los Angeles for coronavirus relief: Here's a look inside
4395,T,PLA forced quarantine in Wuhan now
4396,T,CoronaVirus Timeline Of Events https://t.co/pAplj7o2Pg via @YouTube
4397,F,"Coronavirus patented 2015 Wuhan builds intense bio lab 2017 Novavax has in-the-works vaccine and company share price goes up 60% today, was planning Jan 2020 trials"
4398,T,Electric truck maker Rivian suspends operations amid coronavirus outbreak
4399,F,Avoiding ice cream and other cold foods can help prevent the onset of the virus
4400,F,"Drug ”ibuprofen” can be an aggravating factor , one should use “paracetamol” instead"
4401,T,"Corps Commander Conference held at GHQ chaired by COAS to review Operational Preparedness, situation along LoC, national security, Afghan peace process and situation regarding Coronavirus"
4402,F,"Hydroxychloroquine and a related compound, chloroquine are experimental treatments of the virus"
4403,U,Japan warns of coronavirus hit on tourism but keeps 40 mln visitor target https://t.co/5Nhji4EefJ
4404,U,"To mask or not to mask: confusion spreads over coronavirus protection ""As residents clamour for surgical masks in coronavirus-hit Hong Kong, 25,000 stolen from warehouse"""
4405,F,"French professor Didier Raoult, director of IHU Marseille, told Africans not to take “Bill Gates’ vaccine” against coronavirus because it is “poisonous”"
4406,F,Garlic Water Can Cure Novel coronavirus
4407,U,"The coronavirus pandemic is tapping into our worst fears and early traumas, says psychotherapist Dr. Bethany Marshall"
4408,F,"A patent expire on January 22, 2020 for the new coronavirus, and it proves the virus was invented. There’s magically already a vaccine available"
4409,T,"We regret to inform u that we need to cancel our team building dis coming March 29 due to da COVID 19 threatening. We apologize for the inconveniences, but safety is utmost important. Further updates will be posted once we have set a new sched"
